Name Survived
"Iulius Caninius" Yes
"Salinator Amulius" No
"Furius Considius" No
"Silanus Tacitus" Yes
"Varian Hostius" No
"Pedius Nasidienus" Yes
"Albinus Tarquinius" No
"Iulius Volumnius" No
"Rufinus Aquillius" Yes
"Licinius Foslius" Yes
"Sedatius Gordian" Yes
"Candidus Hostius" Yes
"Fabrinius Titus" No
"Rufius Flaccus" No
"Spurius Palpellius" No
"Bonifacius Plinius" No
"Egnatius Horatius" Yes
"Martialis Varro" No
"Salvidienus Hostius" Yes
"Lollius Gratian" No
"Paternus Cocceius" Yes
"Nazarius Modius" No
"Dacian Cassius" No
"Ostorius Valerius" Yes
"Aemilius Maecenas" No
"Decentius Ovidius" Yes
"Donatus Valerius" Yes
"Pupius Orchius" No
"Decimus Rabirius" Yes
"Galerius Catius" Yes
"Munatius Primitivus" Yes
"Sornatius Cocceius" Yes
"Vibius Munatius" Yes
"Gracchus Decimus" No
"Stertinius Ovidius" Yes
"Festinius Honorius" Yes
"Memmius Decimus" Yes
"Poppaedius Opellius" No
"Valentinian Juvenalis" Yes
"Octavius Faustus" No
"Laronius Herennius" Yes
"Crispus Camillius" No
"Domitian Cocceius" No
"Paconius Camillus" No
"Catius Cosconius" Yes
"Cornelius Maecilius" No
"Lucretius Laberius" No
"Geminius Lollius" No
"Numonius Caelian" No
"Fulcinia Laberius" No
"Betilienus Pomponius" Yes
"Felix Numonius" Yes
"Quintilianus Sedatius" Yes
"Nigidius Cassio" Yes
"Numitorius Livius" Yes
"Scribonius Curtius" Yes
"Octavius Menenius" No
"Marcus Manius" Yes
"Ovidius Rufius" No
"Pompeius Orestius" Yes
"Salvian Geta" Yes
"Balbinus Foslius" Yes
"Vespasian Secundus" Yes
"Balbus Sallustius" No
"Percennius Salvius" No
"Catilius Sallustius" Yes
"Segulius Pasidienus" No
"Severus Constantinus" No
"Brennus Ravillius" Yes
"Modius Cornutus" No
"Hirrus Opimius" Yes
"Silvius Albinus" Yes
"Marcus Gnaeus" Yes
"Laecanius Constantinus" No
"Livius Suetonius" No
"Titus Paternus" No
"Rufinus Aulus" No
"Silanus Cispius" No
"Ostorius Flavius" No
"Genucius Munatius" No
"Agrippa Agrippa" Yes
"Caecilius Gallus" No
"Caedicius Marcius" No
"Pomponius Constantinus" Yes
"Donatus Quintilianus" No
"Cornelius Suetonius" No
"Nonius Segulius" No
"Gracchus Palpellius" No
"Nonius Petilius" Yes
"Granius Afranius" Yes
"Laberius Caninius" Yes
"Sentius Pasidienus" No
"Cassio Nonius" Yes
"Orestius Acilius" Yes
"Rullianus Paconius" No
"Ennius Gaius" No
"Perperna Seccius" Yes
"Aurelianus Furius" Yes
"Nasidienus Octavius" No
"Petilius Gaius" Yes
"Considius Rabirius" No
"Sallustius Pasidienus" No
"Considius Potitius" No
"Fulvius Salvidienus" Yes
"Semellius Lentulus" No
"Gallus Sentius" Yes
"Rebilus Pedius" Yes
"Magnentius Decimus" Yes
"Fulvius Minicius" No
"Balbus Marcus" Yes
"Marcellus Memmius" Yes
"Sulpicius Camillus" Yes
"Placidus Pettius" No
"Suetonius Plinius" No
"Suetonius Tarquinius" Yes
"Saturninus Galerius" No
"Januarius Appius" Yes
"Didius Lucanus" No
"Stertinius Sertorius" Yes
"Balbinus Laurentius" No
"Lucius Nasidius" Yes
"Diocletian Urbicus" Yes
"Mallius Florian" No
"Vespasian Vespasian" No
"Fundanus Numicius" Yes
"Rutilius Cassianus" Yes
"Nazarius Aulus" Yes
"Cinna Placidus" Yes
"Bonifacius Blossius" No
"Laurentius Cosconius" Yes
"Varian Pedius" Yes
"Vespasian Cantilius" No
"Considius Sidonius" Yes
"Semellius Ovidius" No
"Cethegus Calpurnius" Yes
"Lartius Faustus" No
"Laurentius Saturninus" Yes
"Cinna Publicius" Yes
"Nasidienus Sedatius" No
"Quinctilius Baebius" No
"Ovidius Ostorius" No
"Balbinus Dacian" Yes
"Pontidius Egnatius" Yes
"Quintilianus Brennus" Yes
"Cassio Novellius" No
"Severus Cornelius" Yes
"Laurentius Eutropius" No
"Cominius Manilius" Yes
"Hostilius Acilius" Yes
"Spurius Nerva" No
"Marius Valentinian" Yes
"Maximian Lucius" Yes
"Porcius Festinius" No
"Sentius Secundus" No
"Ravillius Cloelius" Yes
"Caelius Postumius" Yes
"Gaius Sicinius" Yes
"Opimius Hordeonius" Yes
"Murena Pomponius" No
"Cilnius Genucius" Yes
"Dacian Severus" Yes
"Petilius Sergius" No
"Decimus Papirius" Yes
"Matienus Scribonius" No
"Lollius Servius" Yes
"Egnatuleius Ostorius" Yes
"Petilius Horatius" No
"Cicereius Silvius" Yes
"Flaccus Quintilianus" Yes
"Manilius Felix" No
"Laronius Terentius" Yes
"Dacian Fidenas" Yes
"Livius Pontidius" Yes
"Flavius Hirrus" No
"Tertius Mescinius" No
"Bonifacius Aulus" Yes
"Pedius Decimus" No
"Clodius Iunius" Yes
"Vespasian Albinius" No
"Maecenas Domitius" No
"Sicinius Donatus" No
"Juvenalis Ingenuus" No
"Baebius Tertius" Yes
"Secundinius Oppius" No
"Cornutus Germanicus" No
"Betilienus Fabianus" No
"Honorius Cosconius" No
"Aurelianus Eutropius" Yes
"Festinius Ravillius" No
"Fabius Donatus" No
"Sextus Caecilius" Yes
"Sextius Papirius" No
"Musonius Pius" Yes
"Severus Baebius" No
"Clodius Octavenus" Yes
"Lentulus Caecilius" No
"Pontidius Verus" Yes
"Fabius Lucanus" Yes
"Sicinius Rutilius" Yes
"Fabrinius Lartius" Yes
"Secundinius Lucretius" No
"Cordius Nero" Yes
"Clodius Maxentius" No
"Salvidienus Didius" No
"Nasidius Junius" No
"Decentius Maximus" Yes
"Novellius Sertorius" Yes
"Orestius Genucius" No
"Decimus Hirrus" No
"Curtius Acilius" Yes
"Sextus Cispius" Yes
"Blossius Ollius" Yes
"Sextius Musonius" No
"Lamponius Domitius" No
"Marcellus Sabucius" Yes
"Secundus Seneca" No
"Numonius Gracchus" Yes
"Licinius Mamilius" No
"Cocceius Nautius" No
"Decentius Marcius" No
"Potitius Fundanus" Yes
"Titus Lollius" No
"Cominius Betilienus" No
"Calventius Sentius" Yes
"Plinius Sestius" No
"Ofilius Aulus" No
"Calventius Candidus" Yes
"Maximian Crispus" Yes
"Papinius Gracchus" Yes
"Caelius Geta" No
"Paconius Sextus" No
"Festinius Paulinus" No
"Maecilius Geminius" Yes
"Anatolius Baebius" No
"Probus Domitius" No
"Cicereius Fulvius" Yes
"Januarius Dacian" Yes
"Sertorius Oppius" No
"Fabrinius Nigidius" Yes
"Bonifacius Sicinius" No
"Pettius Sergian" Yes
"Galerius Rabirius" No
"Acilius Maecilius" No
"Numicius Gracchus" No
"Placidus Pettius" Yes
"Gnaeus Nautius" No
"Hortensius Manilius" Yes
"Ollius Maximian" Yes
"Didius Quintilianus" No
"Balbus Lucius" No
"Silius Cocceius" No
"Fundanus Cantilius" Yes
"Maecenas Sertorius" Yes
"Furius Salvius" No
"Latinius Ennius" Yes
"Ninnius Foslius" Yes
"Potitius Sicinius" No
"Lucanus Modius" Yes
"Numicius Nasennius" Yes
"Pinarus Salvidienus" Yes
"Quinctilius Cloelius" Yes
"Betilienus Opellius" Yes
"Gracchus Verecundus" Yes
"Sergius Suetonius" Yes
"Livius Anatolius" Yes
"Salvidienus Clodius" No
"Livius Ovidius" No
"Laurentius Damasus" Yes
"Laetorius Nerva" No
"Cornelius Suetonius" No
"Blaesus Cicero" No
"Celsus Marian" No
"Nasennius Camillus" Yes
"Valentinian Orchius" No
"Tarquinius Burrienus" No
"Blaesus Sabucius" No
"Decentius Ovidius" No
"Cornelius Vespasian" No
"Rabirius Petreius" No
"Fabianus Nautius" No
"Pacilius Maximian" Yes
"Blaesus Tarquinius" Yes
"Pasidienus Marius" No
"Marcellus Diocletian" Yes
"Manilius Acilius" No
"Octavenus Nautius" Yes
"Fidenas Mallius" No
"Martialis Ravillius" No
"Sicinius Cassio" Yes
"Probus Balbinus" Yes
"Octavius Mallius" No
"Festinius Honorius" Yes
"Vibius Catius" No
"Sornatius Laronius" Yes
"Paconius Ravillius" No
"Castorius Lucretius" Yes
"Lentulus Palpellius" No
"Coruncanius Gaius" Yes
"Gaius Galerius" No
"Maecilius Juvenalis" No
"Sergian Ostorius" Yes
"Quirinius Bruttius" No
"Rutilius Albinius" No
"Iuventius Nonius" No
"Lucius Oppius" Yes
"Felix Appius" No
"Ennius Valens" No
"Laronius Silvius" Yes
"Castorius Caelius" No
"Gabinius Brennus" No
"Pinarus Longinius" No
"Cordius Livius" Yes
"Sergius Maxentius" No
"Martialis Aurelianus" Yes
"Pettius Albinus" No
"Pacilius Semellius" No
"Rufius Egnatuleius" No
"Marian Festinius" Yes
"Latinius Ennius" Yes
"Betilienus Sallustius" No
"Didius Matienus" No
"Petilius Laronius" Yes
"Herennius Numerius" Yes
"Rebilus Clodius" No
"Opimius Orestius" Yes
"Pompeius Persius" No
"Salinator Nasennius" Yes
"Baebius Curtius" No
"Cicereius Albinius" No
"Regulus Lucius" No
"Pius Constantinus" Yes
"Crispinus Urbicus" No
"Numitorius Crispinus" Yes
"Pilus Paconius" No
"Horatius Mescinius" No
"Suetonius Caesennius" Yes
"Marcus Cincinnatus" No
"Drusus Perperna" No
"Octavius Geta" No
"Petreius Nerva" No
"Caninius Bonifacius" Yes
"Seccius Camillius" Yes
"Laelius Murena" No
"Maecenas Palpellius" No
"Martialis Tiberius" Yes
"Mucius Domitian" No
"Sextius Sittius" No
"Caninius Modius" No
"Perperna Caecilius" No
"Considius Martialis" No
"Duronius Betilienus" Yes
"Ovidius Nasidius" No
"Salvius Probus" Yes
"Hostius Cocceius" Yes
"Secundus Cestius" No
"Orestius Suetonius" Yes
"Januarius Opellius" Yes
"Valerius Blasius" No
"Camillius Cicero" No
"Fabrinius Publius" Yes
"Valerius Caninius" No
"Florianus Rufius" Yes
"Maecilius Numerius" Yes
"Rabirius Cestius" No
"Baebius Laronius" Yes
"Blossius Cethegus" Yes
"Cornelius Ovidius" Yes
"Camillus Tacitus" No
"Tertius Decimus" No
"Salvian Antonius" Yes
"Hortensius Balbinus" Yes
"Acilius Cicero" No
"Ostorius Quintilianus" Yes
"Laurentius Cassianus" No
"Naevius Felix" Yes
"Cosconius Camillius" No
"Ovidius Maecenas" No
"Sempronius Publicius" Yes
"Ovidius Albinius" No
"Maximian Mamilius" Yes
"Eborius Nautius" No
"Laetorius Pontidius" No
"Sallustius Persius" Yes
"Opellius Ennius" Yes
"Vitus Varro" No
"Plinius Gratian" Yes
"Publius Vibius" No
"Plautius Menenius" Yes
"Didius Granius" No
"Sornatius Maecilius" Yes
"Eborius Avidius" No
"Vincentius Caelian" No
"Justus Marius" Yes
"Salinator Felix" No
"Quintus Laelius" Yes
"Egnatius Germanicus" No
"Blasius Mallius" No
"Norbanus Martialis" Yes
"Gabinius Vespasian" Yes
"Acilius Cato" No
"Opellius Cestius" Yes
"Vincentius Publicius" No
"Vincentius Justus" Yes
"Matinius Cominius" Yes
"Marius Caecilius" No
"Cloelius Aquillius" Yes
"Galerius Segulius" No
"Pinarus Modius" No
"Manilius Bonifacius" Yes
"Avidius Albinus" Yes
"Eutropius Eborius" Yes
"Caelius Severus" No
"Publicius Marcus" Yes
"Caesennius Crispus" No
"Maximus Mamilius" Yes
"Rufius Pius" Yes
"Sabucius Germanicus" Yes
"Rufinus Nigidius" Yes
"Titus Ennius" Yes
"Percennius Publius" Yes
"Vitus Cosconius" Yes
"Porcius Balbus" Yes
"Menenius Papinius" Yes
"Papirius Sicinius" No
"Quinctilius Varian" Yes
"Novellius Sergian" No
"Aquillius Balbus" No
"Lartius Clodius" Yes
"Decimus Nautius" Yes
"Pius Severian" Yes
"Pettius Primitivus" No
"Sabucius Sempronius" No
"Genucius Duronius" Yes
"Festus Acilius" Yes
"Numicius Probus" No
"Paconius Salvius" No
"Secundus Vitus" Yes
"Cloelius Silanus" No
"Bruttius Fabius" Yes
"Novellius Ravillius" No
"Rutilius Felix" Yes
"Hortensius Caelius" Yes
"Verus Caedicius" Yes
"Cyprian Urbanus" Yes
"Longinius Iulius" No
"Cantilius Icilius" No
"Clodius Cicero" No
"Mescinius Drusus" No
"Sepullius Fulvius" No
"Nasidienus Numonius" No
"Pinarus Numicius" Yes
"Manius Ingenuus" No
"Ogulnius Zeno" No
"Rabirius Geta" Yes
"Sempronius Fundanus" No
"Horatius Cato" No
"Opellius Martialis" Yes
"Aulus Marcus" Yes
"Sextus Spurius" Yes
"Naevius Munatius" No
"Sittius Coruncanius" Yes
"Mallius Statilius" No
"Urbanus Didius" Yes
"Fannius Hadrian" No
"Latinius Spurius" No
"Acilius Priscus" No
"Sittius Festinius" No
"Marcius Fabius" No
"Pupius Regulus" Yes
"Acilius Egnatuleius" Yes
"Camillus Catius" Yes
"Laronius Sextius" Yes
"Bruttius Silius" No
"Camillus Fabius" Yes
"Murena Seneca" Yes
"Sepullius Sextus" Yes
"Julius Cassius" No
"Laurentius Lamponius" No
"Constantinus Octavius" Yes
"Crispus Catilius" Yes
"Laronius Julius" Yes
"Quinctilius Marian" Yes
"Sornatius Valentinian" Yes
"Laelius Cantilius" Yes
"Cornelius Rebilus" No
"Damasus Betilienus" No
"Laetorius Hostilius" No
"Sidonius Eutropius" Yes
"Aelius Baebius" No
"Saturninus Granius" Yes
"Publicius Rebilus" No
"Fundanus Cinna" Yes
"Duronius Anatolius" No
"Matienus Ovidius" Yes
"Seccius Hostius" Yes
"Cincinnatus Camillus" Yes
"Gracchus Opimius" Yes
"Silanus Musonius" Yes
"Percennius Postumius" No
"Rebilus Quirinius" Yes
"Laecanius Nigidius" No
"Germanicus Matienus" Yes
"Gaius Severus" No
"Januarius Balbinus" No
"Nasidienus Geta" Yes
"Constantinus Petilius" Yes
"Sepullius Crispinus" Yes
"Galerius Laberius" No
"Caedicius Gaius" No
"Fabianus Maecenas" No
"Potitius Gratian" Yes
"Brennus Petreius" No
"Gratian Regulus" No
"Caesennius Pupius" No
"Drusus Caelian" No
"Vincentius Salvius" No
"Junius Modius" Yes
"Severian Faustus" Yes
"Egnatius Rullianus" No
"Castorius Donatus" No
"Nautius Lacerius" Yes
"Mamilius Granius" No
"Decentius Decimus" Yes
"Livius Caelian" No
"Iuventius Blasius" Yes
"Numitorius Orchius" No
"Sempronius Volumnius" No
"Laronius Egnatuleius" Yes
"Afranius Diocletian" No
"Seccius Varro" Yes
"Modius Blasius" Yes
"Saturninus Rufrius" Yes
"Musonius Mucius" Yes
"Numonius Camillius" No
"Granius Vitalis" Yes
"Festinius Menenius" Yes
"Orchius Rufius" Yes
"Matienus Maecenas" Yes
"Paconius Sittius" No
"Manilius Rebilus" Yes
"Lamponius Sestius" No
"Silvius Constantinus" No
"Pasidienus Gabinius" No
"Sergian Manilius" No
"Salvius Sextius" No
"Hordeonius Sallustius" Yes
"Marius Silanus" Yes
"Pontidius Opimius" No
"Faustus Matinius" Yes
"Tertius Hostilius" No
"Hilarianus Decimus" Yes
"Octavius Seneca" No
"Numicius Memmius" Yes
"Catilius Catilius" Yes
"Domitian Lollius" No
"Sepullius Magnentius" Yes
"Caesennius Lucanus" Yes
"Quintus Seneca" Yes
"Sertorius Flaccus" No
"Albinus Lucretius" No
"Persius Cosconius" No
"Rutilius Avidius" Yes
"Tertius Verus" Yes
"Iulius Geta" Yes
"Egnatuleius Varian" No
"Considius Fulvius" Yes
"Tiberius Messalla" No
"Afranius Silvius" Yes
"Pomponius Servilius" Yes
"Clodius Nasidienus" No
"Gratian Severus" Yes
"Aulus Sergius" Yes
"Silvius Sabucius" No
"Valerius Cornutus" Yes
"Dacian Cornutus" No
"Appius Acilius" No
"Eutropius Stertinius" Yes
"Ogulnius Camillus" Yes
"Maecenas Donatus" Yes
"Varian Catius" Yes
"Pedius Valerius" No
"Cassius Cornutus" Yes
"Primitivus Fidenas" Yes
"Lucretius Tarquinius" No
"Pinarus Magnentius" Yes
"Cincinnatus Mamilius" No
"Acilius Germanicus" No
"Eborius Considius" Yes
"Mallius Lollius" Yes
"Bruttius Porcius" Yes
"Modius Postumius" Yes
"Icilius Salvian" No
"Vespasian Vincentius" No
"Flaccus Mamilius" No
"Rullianus Murena" Yes
"Appius Egnatius" No
"Sergius Coruncanius" Yes
"Lentulus Decentius" No
"Fulvius Quinctilius" No
"Sabucius Fannius" No
"Cassius Sicinius" Yes
"Paconius Mescinius" Yes
"Candidus Domitian" No
"Maximus Zeno" Yes
"Spurius Rutilius" Yes
"Rutilius Camillius" No
"Aulus Orchius" Yes
"Nasidius Pompeius" No
"Genucius Scribonius" Yes
"Stertinius Marius" No
"Maximus Sittius" No
"Aelius Germanicus" Yes
"Potitius Ennius" No
"Sempronius Nazarius" No
"Maximus Regulus" No
"Camillius Hadrian" No
"Bonifacius Iunius" No
"Felix Maximus" No
"Laronius Terentius" No
"Sabucius Juvenalis" No
"Faustus Pettius" Yes
"Nonius Sabucius" No
"Festinius Varian" Yes
"Novellius Tacitus" No
"Salvian Salinator" No
"Marius Perperna" Yes
"Vibius Fulcinia" No
"Aemilius Percennius" Yes
"Maecilius Baebius" No
"Quintus Secundinius" No
"Appius Livius" No
"Postumius Hilarianus" No
"Candidus Hirrus" No
"Sestius Orchius" No
"Cornutus Eborius" Yes
"Ostorius Valens" Yes
"Betilienus Salinator" Yes
"Silanus Petreius" Yes
"Sestius Bonifacius" No
"Balbinus Vibius" No
"Naevius Maxentius" Yes
"Hilarianus Galerius" No
"Cantilius Sempronius" No
"Secundinius Saturninus" No
"Musonius Dacian" No
"Egnatuleius Balbinus" No
"Messalla Blasius" Yes
"Norbanus Seccius" Yes
"Fulvius Maecilius" No
"Lacerius Paternus" Yes
"Ovidius Maximus" No
"Agrippa Ennius" No
"Sulpicius Appius" No
"Pius Bonifacius" No
"Baebius Papinius" Yes
"Valerius Atilius" No
"Tiberius Nasennius" Yes
"Petreius Munatius" Yes
"Magnentius Domitian" No
"Icilius Petilius" Yes
"Segulius Germanicus" No
"Seneca Verecundus" Yes
"Cocceius Nasidienus" Yes
"Martialis Dacian" Yes
"Crispinus Mucius" No
"Nautius Rufrius" No
"Manius Secundinius" No
"Cornelius Nasidius" Yes
"Cispius Anatolius" No
"Poppaedius Honorius" No
"Ennius Aquillius" Yes
"Ostorius Numonius" Yes
"Cominius Laetorius" Yes
"Plinius Sergius" No
"Numitorius Cassius" No
"Cassianus Atilius" Yes
"Rutilius Manius" No
"Foslius Ravillius" Yes
"Cassius Amulius" No
"Coruncanius Draco" Yes
"Bruttius Gratian" Yes
"Cicereius Potitius" Yes
"Maecilius Petilius" No
"Valerius Silvius" Yes
"Icilius Statilius" No
"Fabius Cocceius" No
"Egnatuleius Antonius" No
"Ravillius Sulpicius" Yes
"Lucanus Perperna" Yes
"Cornutus Severian" Yes
"Gracchus Florianus" Yes
"Petreius Florian" No
"Servius Amulius" No
"Decimus Caninius" No
"Publicius Fabius" Yes
"Orchius Vitus" No
"Ingenuus Festus" Yes
"Caninius Fundanus" No
"Balbus Cassianus" No
"Salvius Balbinus" No
"Tertius Agrippa" Yes
"Camillius Opellius" No
"Coruncanius Laecanius" Yes
"Caesennius Lucius" No
"Cornelius Laecanius" No
"Matinius Segulius" No
"Laronius Geta" No
"Cassio Seneca" Yes
"Cassianus Cordius" No
"Festinius Considius" No
"Opimius Dacian" No
"Crispinus Sallustius" No
"Genucius Volumnius" No
"Rutilius Orestius" Yes
"Martialis Rufinus" Yes
"Cassius Sempronius" No
"Gratian Furius" No
"Palpellius Faustus" No
"Belisarius Atilius" No
"Hostius Coruncanius" No
"Vitus Juvenalis" Yes
"Januarius Junius" No
"Aquillius Varro" Yes
"Terentius Decentius" No
"Sallustius Hilarianus" No
"Januarius Priscus" No
"Hilarianus Fulcinia" No
"Junius Marcus" No
"Servilius Gallus" Yes
"Vibius Laecanius" No
"Quinctilius Albinus" No
"Ingenuus Decimus" No
"Domitian Cornificius" No
"Orchius Castorius" No
"Numonius Hilarianus" Yes
"Urbanus Vitus" No
"Terentius Celsus" No
"Paulinus Sabucius" No
"Egnatius Lamponius" Yes
"Pacilius Justus" Yes
"Percennius Pius" No
"Magnentius Lacerius" Yes
"Rufrius Nerva" Yes
"Cispius Domitian" Yes
"Florian Hadrian" No
"Maxentius Egnatuleius" Yes
"Aemilius Latinius" No
"Matinius Gallus" No
"Donatus Cloelius" Yes
"Didius Manius" No
"Eborius Cinna" No
"Fidenas Quintilianus" Yes
"Stertinius Cantilius" Yes
"Iunius Silvius" Yes
"Maxentius Nonius" No
"Rabirius Julius" No
"Severus Gordian" No
"Maecenas Plautius" Yes
"Ninnius Pontidius" No
"Aemilius Fabianus" Yes
"Sempronius Ofilius" No
"Lucanus Fabius" Yes
"Avidius Silius" No
"Ofilius Geta" Yes
"Matienus Julius" Yes
"Considius Orchius" Yes
"Manilius Tiberius" No
"Mucius Memmius" Yes
"Gaius Ofilius" No
"Cethegus Amulius" Yes
"Maximus Pacilius" Yes
"Sergius Egnatius" No
"Salvius Hadrian" Yes
"Camillius Lacerius" Yes
"Faustus Rullianus" Yes
"Sicinius Castorius" No
"Catilius Mucius" Yes
"Maximian Tertius" No
"Sidonius Cosconius" No
"Betilienus Pomponius" Yes
"Aulus Pedius" No
"Sittius Cicereius" Yes
"Cordius Matinius" Yes
"Sempronius Lacerius" No
"Probus Opimius" No
"Cassius Vincentius" No
"Salvidienus Probus" Yes
"Maxentius Livius" Yes
"Papinius Petreius" Yes
"Octavenus Gratian" Yes
"Amulius Cantilius" No
"Sallustius Iuventius" No
"Laronius Fulcinia" Yes
"Curtius Mallius" No
"Laronius Rufinus" No
"Norbanus Ostorius" Yes
"Caelian Cicero" No
"Eutropius Baebius" Yes
"Memmius Lucius" Yes
"Gabinius Curtius" No
"Valentinian Rullianus" No
"Magnentius Licinius" Yes
"Iulius Matinius" No
"Blaesus Hilarianus" No
"Gaius Nautius" No
"Servius Porcius" No
"Novellius Salvian" Yes
"Gnaeus Appius" Yes
"Coruncanius Modius" No
"Rufius Caesennius" No
"Mucius Lucretius" Yes
"Opimius Iulius" No
"Caesennius Candidus" Yes
"Considius Gratian" Yes
"Numerius Cassius" No
"Sempronius Calpurnius" Yes
"Quirinius Decimus" No
"Perperna Octavius" No
"Rabirius Orchius" Yes
"Cornelius Marian" No
"Cicero Juvenalis" Yes
"Ovidius Sicinius" No
"Lentulus Fabianus" Yes
"Laelius Primitivus" Yes
"Sulpicius Granius" Yes
"Castorius Laberius" No
"Nautius Salvidienus" No
"Modius Seneca" Yes
"Marcellus Spurius" Yes
"Domitius Silanus" No
"Norbanus Gaius" Yes
"Eborius Aulus" Yes
"Hilarianus Ollius" Yes
"Agrippa Gnaeus" No
"Ovidius Plautius" Yes
"Paulinus Fabianus" No
"Mamilius Albinus" Yes
"Domitius Norbanus" Yes
"Cornutus Blaesus" Yes
"Severian Iulius" No
"Bonifacius Eutropius" Yes
"Numerius Cantilius" No
"Festinius Numicius" No
"Gordian Papirius" No
"Caesennius Justus" No
"Blasius Novellius" No
"Vitus Caelius" No
"Terentius Maxentius" No
"Sergian Volumnius" Yes
"Sergian Festinius" Yes
"Januarius Aemilius" Yes
"Marius Vespasian" Yes
"Icilius Quintilianus" Yes
"Galerius Mamilius" Yes
"Sallustius Dacian" Yes
"Laetorius Galerius" No
"Titus Vincentius" Yes
"Crispinus Nonius" No
"Pontidius Balbinus" No
"Blossius Gaius" Yes
"Florianus Aquillius" Yes
"Orbilius Julius" Yes
"Catius Severus" Yes
"Suetonius Saturninus" Yes
"Rutilius Aurelianus" Yes
"Sabucius Lacerius" No
"Hortensius Hostilius" No
"Geminius Pius" No
"Vitus Castorius" No
"Rutilius Julius" No
"Agrippa Salvius" Yes
"Urbicus Brennus" Yes
"Ennius Cethegus" Yes
"Nautius Geminius" No
"Ollius Opimius" Yes
"Didius Calpurnius" Yes
"Foslius Maximus" Yes
"Lucretius Urbanus" Yes
"Opellius Aelius" No
"Ovidius Aulus" No
"Ofilius Felix" No
"Maecilius Cassio" Yes
"Domitian Justus" No
"Nasidienus Maecenas" Yes
"Lucretius Rufius" Yes
"Decentius Faustus" No
"Marian Licinius" No
"Paternus Pontidius" Yes
"Valentinian Servius" Yes
"Crispus Hordeonius" Yes
"Donatus Camillius" No
"Appius Munatius" Yes
"Blasius Cinna" Yes
"Caninius Afranius" No
"Flavius Musonius" No
"Dacian Hordeonius" No
"Magnentius Ennius" No
"Decimus Sertorius" No
"Candidus Germanicus" Yes
"Pedius Verecundus" No
"Bonifacius Januarius" Yes
"Lartius Murena" No
"Vibius Cicero" Yes
"Drusus Iunius" Yes
"Calpurnius Scribonius" Yes
"Paelignus Herennius" No
"Seccius Domitian" Yes
"Clodius Caelius" Yes
"Paelignus Rufrius" Yes
"Honorius Eutropius" No
"Caesennius Sentius" Yes
"Numitorius Pius" Yes
"Zeno Latinius" Yes
"Mucius Domitian" No
"Afranius Diocletian" No
"Sedatius Salvidienus" Yes
"Perperna Egnatius" No
"Valens Quinctilius" No
"Sallustius Cantilius" Yes
"Oppius Mucius" Yes
"Urbanus Sextus" No
"Palpellius Galerius" Yes
"Menenius Paulinus" No
"Lartius Fulvius" Yes
"Publius Magnentius" No
"Caesennius Caesennius" Yes
"Amulius Musonius" No
"Geminius Laetorius" Yes
"Statilius Iunius" No
"Spurius Festus" No
"Modius Nasidius" No
"Atilius Catilius" No
"Paconius Decimus" No
"Laecanius Novellius" Yes
"Gordian Salvian" Yes
"Juvenalis Appius" Yes
"Urbanus Anatolius" No
"Tacitus Avidius" No
"Felix Furius" Yes
"Servius Gracchus" Yes
"Sornatius Palpellius" No
